id,p,numFeedgrounds,feedAccess
847_1-2,winter1,0,0
847_1-2,winter2,0,0
848_1-2,winter1,0,0
848_1-2,winter2,0,0
849_1-2,winter1,0,0
849_1-2,winter2,0,0
851_1-2,winter1,0,0
851_1-2,winter2,0,0
852_1-2,winter1,0,0
852_1-2,winter2,0,0
854_1-2,winter1,0,0
854_1-2,winter2,0,0
870_2-3,winter1,5,1
870_2-3,winter2,7,1
870_3-4,winter1,3,1
870_3-4,winter2,6,1
876_2-3,winter1,7,1
876_2-3,winter2,7,1
878_2-3,winter1,7,1
878_2-3,winter2,7,1
886_2-3,winter1,3,1
886_2-3,winter2,3,1
886_3-4,winter1,3,1
886_3-4,winter2,3,1
888_2-3,winter1,8,1
888_2-3,winter2,9,1
9_1-2,winter1,0,0
9_1-2,winter2,0,0
921_1-2,winter1,0,0
921_1-2,winter2,0,0
922_1-2,winter1,0,0
922_1-2,winter2,0,0
923_1-2,winter1,0,0
923_1-2,winter2,0,0
924_1-2,winter1,0,0
924_1-2,winter2,0,0
925_1-2,winter1,0,0
925_1-2,winter2,0,0
926_1-2,winter1,0,0
926_1-2,winter2,0,0
927_1-2,winter1,0,0
927_1-2,winter2,0,0
928_1-2,winter1,0,0
928_1-2,winter2,0,0
930_1-2,winter1,0,0
930_1-2,winter2,0,0
931_1-2,winter1,0,0
931_1-2,winter2,0,0
932_1-2,winter1,0,0
932_1-2,winter2,0,0
933_1-2,winter1,0,0
933_1-2,winter2,0,0
936_1-2,winter1,0,0
936_1-2,winter2,0,0
937_1-2,winter1,0,0
937_1-2,winter2,0,0
